WNA	WNA	0.116378778908978
WNA	ENA	0.13425043005468
ENA	ENA	0.0789479607343658
ENA	ENA	0.130309064892744
ENA	ENA	0.10476943356789
ENA	ENA	0.0871968223895232
ENA	ENA	0.0974581203548662
ENA	ENA	0.112015482422537
ENA	ENA	0.0903087542313067
ENA	ENA	0.11274307837678
WNA	WNA	0.153492508874944
ENA	ENA	0.0902550303348346
ENA	ENA	0.0669597433935058
ENA	ENA	0.0853920440937998
ENA	ENA	0.0990549322462272
ENA	ENA	0.0880050872964006
ENA	ENA	0.0865229777905505
ENA	ENA	0.0768816535981168
ENA	ENA	0.0933292024092218
ENA	ENA	0.0968395730644727
ENA	ENA	0.0936076380450192
WNA	WNA	0.126512701114023
ENA	ENA	0.0754310294609938
ENA	ENA	0.0961412481855758
ENA	ENA	0.120992735427078
ENA	ENA	0.122523439134227
ENA	ENA	0.176927082456941
ENA	ENA	0.135811227696028
ENA	ENA	0.0899190570523667
ENA	ENA	0.12892192093347
ENA	ENA	0.101396004168484
ENA	ENA	0.113768255550799
WNA	ENA	0.122600504777002
ENA	ENA	0.0753292167655574
ENA	ENA	0.132020440393312
ENA	ENA	0.0888820446169967
ENA	ENA	0.0829421509317885
ENA	ENA	0.122216608710395
ENA	ENA	0.123212947793348
ENA	ENA	0.113277579897349
ENA	ENA	0.093922603155936
ENA	ENA	0.0677886861165072
ENA	ENA	0.131520492016371
WNA	ENA	0.101683959738382
ENA	ENA	0.107921570174502
ENA	ENA	0.114622081077128
ENA	ENA	0.0862309428066164
ENA	ENA	0.0807559068185118
ENA	ENA	0.0890395591012666
ENA	ENA	0.0937311590529252
ENA	ENA	0.100730649780259
ENA	ENA	0.0929367146580015
ENA	ENA	0.126146532883011
ENA	ENA	0.0823479695797802
WNA	WNA	0.108722705313243
ENA	ENA	0.10787581644475
ENA	ENA	0.0834870934425202
WNA	ENA	0.0949593648632562
WNA	ENA	0.113347304061398
WNA	WNA	0.140135108690045
WNA	WNA	0.101637178095921
WNA	WNA	0.0972892369719422
WNA	WNA	0.151766622329025
WNA	WNA	0.121655000899964
WNA	WNA	0.105987128641685
WNA	WNA	0.111439069695072
WNA	WNA	0.0929340098989779
WNA	WNA	0.131705576226762
WNA	WNA	0.109731641958799
WNA	WNA	0.111480737754423
WNA	WNA	0.149309963821358
WNA	WNA	0.140224448479829
WNA	WNA	0.105611685637624
WNA	WNA	0.129156713782189
WNA	ENA	0.0937513454196658
WNA	WNA	0.109770619426288
WNA	WNA	0.075555624214099
WNA	WNA	0.0701284736673034
WNA	WNA	0.131826062537392
WNA	WNA	0.120460882491227
WNA	WNA	0.107963688375152
WNA	WNA	0.119540899913612
WNA	WNA	0.140210192109596
WNA	WNA	0.12382657829806
WNA	WNA	0.0598206905245356
WNA	WNA	0.143248962151584
WNA	WNA	0.101020661988243
WNA	WNA	0.0740196654249218
WNA	WNA	0.156746657920846
WNA	WNA	0.122051093038568
WNA	WNA	0.132646757596792
