D	A	0.814274189597193
C	D	0.734392270411793
D	D	0.758818483135114
A	D	0.708835263955615
B	A	0.722174289027725
D	D	0.755615637433915
C	A	0.807047039506178
D	A	0.810172668825567
D	D	0.796256394365041
A	D	0.749306726312522
B	A	0.704767237000376
A	D	0.724083281624803
A	A	0.835577942960011
B	A	0.677294307077668
B	A	0.753975917224537
B	A	0.743694286605137
D	A	0.675384614772818
D	A	0.806228216643338
C	A	0.744597163939016
B	A	0.754850014152106
D	D	0.830608875345139
A	A	0.787841400487791
C	A	0.80568052881709
D	A	0.698879798535313
A	A	0.828566444403015
A	A	0.799552972305857
D	D	0.8103181279811
C	A	0.708884595122339
C	A	0.692407515200981
B	D	0.746838064756526
D	A	0.746910267361085
C	A	0.742133128792125
A	A	0.851514093148066
D	D	0.800177841134546
C	D	0.77128112958721
A	A	0.809928712582119
A	D	0.756224854468505
A	D	0.678987946992239
A	D	0.670479057893132
B	D	0.791989540964556
D	A	0.756487165582976
A	D	0.747257769917858
D	A	0.665120585155777
B	D	0.745119330786955
B	A	0.706423977565645
D	B	0.791884193828884
B	D	0.768282607386806
B	A	0.714841446719469
D	D	0.807834137967535
A	A	0.787361820561484
B	D	0.808972495469113
C	D	0.692438960407914
B	D	0.722864622025892
B	A	0.736605605460241
A	A	0.814926600313942
A	A	0.797797211441394
D	A	0.713863271882487
D	D	0.855421000469375
C	A	0.725189201731563
A	D	0.736208055519142
B	D	0.693174208882125
B	D	0.698576314110712
A	A	0.687329894188641
D	A	0.778624509566001
C	A	0.79135313011646
B	D	0.752776119492704
B	D	0.779589760956821
C	A	0.815077894217066
D	A	0.797540755636891
C	A	0.712841166073212
D	A	0.695034843703017
C	D	0.71076014320253
A	D	0.747187927087696
D	A	0.806617051566984
A	D	0.809138389518324
B	D	0.696819940573742
A	D	0.683993169685459
D	A	0.735768040085407
D	D	0.847785236064748
A	A	0.79903405070186
A	D	0.8197114503459
C	D	0.808130982220536
A	D	0.760651857392411
